"b","c","year","r","f","f_msy","f_ratio","f_ratio_p","f_ratio_err","id","r_0","error","r_s","hcr","b_0"
1500,213.127585479924,1,0.1,0.142085056986616,0.0833333333333333,1.89446742648821,1.89446742648821,2.11518852187652,1,0.1,0.1,0,0.9,1500
1523.6808428311,194.843051444765,2,0.1,0.127876551287954,0.0833333333333333,1.70502068383939,1.70502068383939,1.80893359656516,1,0.1,0.1,0,0.9,1500
1567.74910938001,180.430514453049,3,0.1,0.115088896159159,0.0833333333333333,1.53451861545545,1.53451861545545,1.58401172066573,1,0.1,0.1,0,0.9,1500
1630.06281578399,168.841917124802,4,0.1,0.103580006543243,0.0833333333333333,1.3810667539099,1.3810667539099,1.38942180544745,1,0.1,0.1,0,0.9,1500
1709.21032560084,177.040016709513,5,0.1,0.103580006543243,0.0833333333333333,1.24296007851891,1.24296007851891,1.0987061002731,1,0.1,0.1,0,0.9,1500
1786.53591362638,166.544461460843,6,0.1,0.0932220058889186,0.0833333333333333,1.24296007851891,1.24296007851891,1.11474239389368,1,0.1,0.1,0,0.9,1500
1880.28798261402,157.755795649297,7,0.1,0.0838998053000267,0.0833333333333333,1.11866407066702,1.11866407066702,1.14337972931343,1,0.1,0.1,0,0.9,1500
1989.63869987638,175.276814513878,8,0.1,0.0880947955650281,0.0833333333333333,1.00679766360032,1.00679766360032,0.829179807819599,1,0.1,0.1,0,0.9,1500
2088.90502986682,193.22274463892,9,0.1,0.0924995353432795,0.0833333333333333,1.05713754678034,1.05713754678034,0.992754296437865,1,0.1,0.1,0,0.9,1500
2176.52333736086,181.194657632715,10,0.1,0.0832495818089515,0.0833333333333333,1.10999442411935,1.10999442411935,1.10835408454062,1,0.1,0.1,0,0.9,1500
2281.38417806919,199.42049270831,11,0.1,0.0874120608993991,0.0833333333333333,0.998994981707419,0.998994981707419,0.983294913848733,1,0.1,0.1,0,0.9,1500
2373.85041182406,186.752841087986,12,0.1,0.0786708548094592,0.0833333333333333,1.04894473079279,1.04894473079279,1.13090899019866,1,0.1,0.1,0,0.9,1500
2483.76859470954,205.170208419423,13,0.1,0.0826043975499322,0.0833333333333333,0.944050257713511,0.944050257713511,0.953001793519026,1,0.1,0.1,0,0.9,1500
2580.5356922827,213.16359621711,14,0.1,0.0826043975499322,0.0833333333333333,0.991252770599186,0.991252770599186,1.00621821940309,1,0.1,0.1,0,0.9,1500
