"b","c","year","r","f","f_msy","f_ratio","f_ratio_p","f_ratio_err","id","r_0","error","r_s","hcr","b_0"
1500,213.127585479924,1,0.1,0.142085056986616,0.0833333333333333,1.89446742648821,1.89446742648821,2.07908645035047,1,0.1,0.1,0,0.9,1500
1523.6808428311,216.492279383072,2,0.1,0.142085056986616,0.0833333333333333,1.70502068383939,1.89446742648821,2.07908645035047,1,0.1,0.1,0,0.9,1500
1546.0998814417,219.677689761644,3,0.1,0.142085056986616,0.0833333333333333,1.70502068383939,1.89446742648821,2.07908645035047,1,0.1,0.1,0,0.9,1500
1567.29640729189,222.689399344987,4,0.1,0.142085056986616,0.0833333333333333,1.70502068383939,1.89446742648821,2.07908645035047,1,0.1,0.1,0,0.9,1500
1587.31238002511,225.533369971428,5,0.1,0.142085056986616,0.0833333333333333,1.70502068383939,1.89446742648821,2.07908645035047,1,0.1,0.1,0,0.9,1500
1606.19174744654,228.215845967374,6,0.1,0.142085056986616,0.0833333333333333,1.70502068383939,1.89446742648821,2.07908645035047,1,0.1,0.1,0,0.9,1500
1623.97983850712,230.743267899399,7,0.1,0.142085056986616,0.0833333333333333,1.70502068383939,1.89446742648821,2.07908645035047,1,0.1,0.1,0,0.9,1500
1640.72282704952,233.122196380572,8,0.1,0.142085056986616,0.0833333333333333,1.70502068383939,1.89446742648821,2.07908645035047,1,0.1,0.1,0,0.9,1500
1656.46726304398,235.359245466067,9,0.1,0.142085056986616,0.0833333333333333,1.70502068383939,1.89446742648821,2.07908645035047,1,0.1,0.1,0,0.9,1500
1671.2596673067,213.714922561834,10,0.1,0.127876551287954,0.0833333333333333,1.70502068383939,1.70502068383939,1.60743024171033,1,0.1,0.1,0,0.9,1500
1708.89228771606,218.527252275712,11,0.1,0.127876551287954,0.0833333333333333,1.53451861545545,1.70502068383939,1.60743024171033,1,0.1,0.1,0,0.9,1500
1744.70564478594,223.106940867852,12,0.1,0.127876551287954,0.0833333333333333,1.53451861545545,1.70502068383939,1.60743024171033,1,0.1,0.1,0,0.9,1500
1778.72280231005,227.456937656654,13,0.1,0.127876551287954,0.0833333333333333,1.53451861545545,1.70502068383939,1.60743024171033,1,0.1,0.1,0,0.9,1500
1810.97621660215,231.58139304359,14,0.1,0.127876551287954,0.0833333333333333,1.53451861545545,1.70502068383939,1.60743024171033,1,0.1,0.1,0,0.9,1500
1841.50627379215,235.485471467672,15,0.1,0.127876551287954,0.0833333333333333,1.53451861545545,1.70502068383939,1.60743024171033,1,0.1,0.1,0,0.9,1500
1870.35992023444,239.175176266793,16,0.1,0.127876551287954,0.0833333333333333,1.53451861545545,1.70502068383939,1.60743024171033,1,0.1,0.1,0,0.9,1500
1897.5893972466,242.657187880483,17,0.1,0.127876551287954,0.0833333333333333,1.53451861545545,1.70502068383939,1.60743024171033,1,0.1,0.1,0,0.9,1500
1923.25108670926,245.938716229191,18,0.1,0.127876551287954,0.0833333333333333,1.53451861545545,1.70502068383939,1.60743024171033,1,0.1,0.1,0,0.9,1500
1947.40447015517,249.027367606189,19,0.1,0.127876551287954,0.0833333333333333,1.53451861545545,1.70502068383939,1.60743024171033,1,0.1,0.1,0,0.9,1500
1970.111200819,226.737923413054,20,0.1,0.115088896159159,0.0833333333333333,1.53451861545545,1.53451861545545,1.53361942041246,1,0.1,0.1,0,0.9,1500
2016.62738824785,232.091420077773,21,0.1,0.115088896159159,0.0833333333333333,1.3810667539099,1.53451861545545,1.53361942041246,1,0.1,0.1,0,0.9,1500
2060.83328478071,237.179027913465,22,0.1,0.115088896159159,0.0833333333333333,1.3810667539099,1.53451861545545,1.53361942041246,1,0.1,0.1,0,0.9,1500
2102.756977336,242.003979412569,23,0.1,0.115088896159159,0.0833333333333333,1.3810667539099,1.53451861545545,1.53361942041246,1,0.1,0.1,0,0.9,1500
2142.43960892803,246.571009679186,24,0.1,0.115088896159159,0.0833333333333333,1.3810667539099,1.53451861545545,1.53361942041246,1,0.1,0.1,0,0.9,1500
2179.93330844605,250.886118169638,25,0.1,0.115088896159159,0.0833333333333333,1.3810667539099,1.53451861545545,1.53361942041246,1,0.1,0.1,0,0.9,1500
2215.29925298674,254.956345688453,26,0.1,0.115088896159159,0.0833333333333333,1.3810667539099,1.53451861545545,1.53361942041246,1,0.1,0.1,0,0.9,1500
2248.60588050387,258.789568684184,27,0.1,0.115088896159159,0.0833333333333333,1.3810667539099,1.53451861545545,1.53361942041246,1,0.1,0.1,0,0.9,1500
2279.92726312432,262.394312036149,28,0.1,0.115088896159159,0.0833333333333333,1.3810667539099,1.53451861545545,1.53361942041246,1,0.1,0.1,0,0.9,1500
2309.3416453305,265.779580815463,29,0.1,0.115088896159159,0.0833333333333333,1.3810667539099,1.53451861545545,1.53361942041246,1,0.1,0.1,0,0.9,1500
2336.93014626264,242.059239840985,30,0.1,0.103580006543243,0.0833333333333333,1.3810667539099,1.3810667539099,1.26005637502628,1,0.1,0.1,0,0.9,1500
2389.67109264351,247.522147412213,31,0.1,0.103580006543243,0.0833333333333333,1.24296007851891,1.3810667539099,1.26005637502628,1,0.1,0.1,0,0.9,1500
2439.60578455604,252.694383127248,32,0.1,0.103580006543243,0.0833333333333333,1.24296007851891,1.3810667539099,1.26005637502628,1,0.1,0.1,0,0.9,1500
2486.78681919961,257.581395004346,33,0.1,0.103580006543243,0.0833333333333333,1.24296007851891,1.3810667539099,1.26005637502628,1,0.1,0.1,0,0.9,1500
2531.28103083669,262.190105736851,34,0.1,0.103580006543243,0.0833333333333333,1.24296007851891,1.3810667539099,1.26005637502628,1,0.1,0.1,0,0.9,1500
2573.16689490787,266.528643811413,35,0.1,0.103580006543243,0.0833333333333333,1.24296007851891,1.3810667539099,1.26005637502628,1,0.1,0.1,0,0.9,1500
2612.53214139656,270.606096300288,36,0.1,0.103580006543243,0.0833333333333333,1.24296007851891,1.3810667539099,1.26005637502628,1,0.1,0.1,0,0.9,1500
2649.47159155474,274.432284789376,37,0.1,0.103580006543243,0.0833333333333333,1.24296007851891,1.3810667539099,1.26005637502628,1,0.1,0.1,0,0.9,1500
2684.08522321103,278.01756498282,38,0.1,0.103580006543243,0.0833333333333333,1.24296007851891,1.3810667539099,1.26005637502628,1,0.1,0.1,0,0.9,1500
2716.47646279921,281.372649791307,39,0.1,0.103580006543243,0.0833333333333333,1.24296007851891,1.3810667539099,1.26005637502628,1,0.1,0.1,0,0.9,1500
2746.75069680931,256.057609633349,40,0.1,0.0932220058889186,0.0833333333333333,1.24296007851891,1.24296007851891,1.10306543884204,1,0.1,0.1,0,0.9,1500
2803.46483689406,261.344615534315,41,0.1,0.0932220058889186,0.0833333333333333,1.11866407066702,1.24296007851891,1.10306543884204,1,0.1,0.1,0,0.9,1500
2856.91622155888,266.327460830309,42,0.1,0.0932220058889186,0.0833333333333333,1.11866407066702,1.24296007851891,1.10306543884204,1,0.1,0.1,0,0.9,1500
2907.19479804408,271.014530583499,43,0.1,0.0932220058889186,0.0833333333333333,1.11866407066702,1.24296007851891,1.10306543884204,1,0.1,0.1,0,0.9,1500
2954.4036165773,275.415431342811,44,0.1,0.0932220058889186,0.0833333333333333,1.11866407066702,1.24296007851891,1.10306543884204,1,0.1,0.1,0,0.9,1500
2998.65588810658,279.540716859912,45,0.1,0.0932220058889186,0.0833333333333333,1.11866407066702,1.24296007851891,1.10306543884204,1,0.1,0.1,0,0.9,1500
3040.07234415856,283.401641969888,46,0.1,0.0932220058889186,0.0833333333333333,1.11866407066702,1.24296007851891,1.10306543884204,1,0.1,0.1,0,0.9,1500
3078.77890039753,287.009944783537,47,0.1,0.0932220058889186,0.0833333333333333,1.11866407066702,1.24296007851891,1.10306543884204,1,0.1,0.1,0,0.9,1500
3114.90461684733,290.377656535161,48,0.1,0.0932220058889186,0.0833333333333333,1.11866407066702,1.24296007851891,1.10306543884204,1,0.1,0.1,0,0.9,1500
3148.57994133704,293.516937833052,49,0.1,0.0932220058889186,0.0833333333333333,1.11866407066702,1.24296007851891,1.10306543884204,1,0.1,0.1,0,0.9,1500
3179.93521824255,266.795945677248,50,0.1,0.0838998053000267,0.0833333333333333,1.11866407066702,1.11866407066702,1.13695096444985,1,0.1,0.1,0,0.9,1500
3238.74343567377,271.729943669769,51,0.1,0.0838998053000267,0.0833333333333333,1.00679766360032,1.11866407066702,1.13695096444985,1,0.1,0.1,0,0.9,1500
3293.91107930415,276.358498229219,52,0.1,0.0838998053000267,0.0833333333333333,1.00679766360032,1.11866407066702,1.13695096444985,1,0.1,0.1,0,0.9,1500
3345.57051971745,280.692715221803,53,0.1,0.0838998053000267,0.0833333333333333,1.00679766360032,1.11866407066702,1.13695096444985,1,0.1,0.1,0,0.9,1500
3393.86432089818,284.744555738065,54,0.1,0.0838998053000267,0.0833333333333333,1.00679766360032,1.11866407066702,1.13695096444985,1,0.1,0.1,0,0.9,1500
3438.94219086042,288.526580251237,55,0.1,0.0838998053000267,0.0833333333333333,1.00679766360032,1.11866407066702,1.13695096444985,1,0.1,0.1,0,0.9,1500
3480.95831714856,292.051725066273,56,0.1,0.0838998053000267,0.0833333333333333,1.00679766360032,1.11866407066702,1.13695096444985,1,0.1,0.1,0,0.9,1500
3520.06907167967,295.33310975657,57,0.1,0.0838998053000267,0.0833333333333333,1.00679766360032,1.11866407066702,1.13695096444985,1,0.1,0.1,0,0.9,1500
3556.43106268496,298.383873722235,58,0.1,0.0838998053000267,0.0833333333333333,1.00679766360032,1.11866407066702,1.13695096444985,1,0.1,0.1,0,0.9,1500
3590.19950711507,301.217039635206,59,0.1,0.0838998053000267,0.0833333333333333,1.00679766360032,1.11866407066702,1.13695096444985,1,0.1,0.1,0,0.9,1500
3621.52689437683,319.037671393378,60,0.1,0.0880947955650281,0.0833333333333333,1.00679766360032,1.00679766360032,0.928008073996303,1,0.1,0.1,0,0.9,1500
3635.36964120794,320.257145345523,61,0.1,0.0880947955650281,0.0833333333333333,1.05713754678034,1.00679766360032,0.928008073996303,1,0.1,0.1,0,0.9,1500
3648.13291389743,321.381523243844,62,0.1,0.0880947955650281,0.0833333333333333,1.05713754678034,1.00679766360032,0.928008073996303,1,0.1,0.1,0,0.9,1500
3659.89631300072,322.417817482998,63,0.1,0.0880947955650281,0.0833333333333333,1.05713754678034,1.00679766360032,0.928008073996303,1,0.1,0.1,0,0.9,1500
3670.7342897108,323.372586825611,64,0.1,0.0880947955650281,0.0833333333333333,1.05713754678034,1.00679766360032,0.928008073996303,1,0.1,0.1,0,0.9,1500
3680.71636202582,324.251955445518,65,0.1,0.0880947955650281,0.0833333333333333,1.05713754678034,1.00679766360032,0.928008073996303,1,0.1,0.1,0,0.9,1500
3689.90734281811,325.061633019458,66,0.1,0.0880947955650281,0.0833333333333333,1.05713754678034,1.00679766360032,0.928008073996303,1,0.1,0.1,0,0.9,1500
3698.36757481352,325.806935427526,67,0.1,0.0880947955650281,0.0833333333333333,1.05713754678034,1.00679766360032,0.928008073996303,1,0.1,0.1,0,0.9,1500
3706.15316838941,326.492805701946,68,0.1,0.0880947955650281,0.0833333333333333,1.05713754678034,1.00679766360032,0.928008073996303,1,0.1,0.1,0,0.9,1500
3713.31623887801,327.123834932257,69,0.1,0.0880947955650281,0.0833333333333333,1.05713754678034,1.00679766360032,0.928008073996303,1,0.1,0.1,0,0.9,1500
3719.90514073058,344.089497038655,70,0.1,0.0924995353432795,0.0833333333333333,1.05713754678034,1.05713754678034,0.987104718101797,1,0.1,0.1,0,0.9,1500
3709.57948232347,343.134378433884,71,0.1,0.0924995353432795,0.0833333333333333,1.10999442411935,1.05713754678034,0.987104718101797,1,0.1,0.1,0,0.9,1500
3700.12834805332,342.260152905428,72,0.1,0.0924995353432795,0.0833333333333333,1.10999442411935,1.05713754678034,0.987104718101797,1,0.1,0.1,0,0.9,1500
3691.47519157478,341.459739951911,73,0.1,0.0924995353432795,0.0833333333333333,1.10999442411935,1.05713754678034,0.987104718101797,1,0.1,0.1,0,0.9,1500
3683.55055592215,340.726714836277,74,0.1,0.0924995353432795,0.0833333333333333,1.10999442411935,1.05713754678034,0.987104718101797,1,0.1,0.1,0,0.9,1500
3676.29135661011,340.05524227295,75,0.1,0.0924995353432795,0.0833333333333333,1.10999442411935,1.05713754678034,0.987104718101797,1,0.1,0.1,0,0.9,1500
3669.64024631847,339.440017661456,76,0.1,0.0924995353432795,0.0833333333333333,1.10999442411935,1.05713754678034,0.987104718101797,1,0.1,0.1,0,0.9,1500
3663.54505056373,338.876214886317,77,0.1,0.0924995353432795,0.0833333333333333,1.10999442411935,1.05713754678034,0.987104718101797,1,0.1,0.1,0,0.9,1500
3657.95826531873,338.359439847091,78,0.1,0.0924995353432795,0.0833333333333333,1.10999442411935,1.05713754678034,0.987104718101797,1,0.1,0.1,0,0.9,1500
3652.83660884479,337.885689003064,79,0.1,0.0924995353432795,0.0833333333333333,1.10999442411935,1.05713754678034,0.987104718101797,1,0.1,0.1,0,0.9,1500
3648.14062109687,303.706181086564,80,0.1,0.0832495818089515,0.0833333333333333,1.10999442411935,1.10999442411935,1.23862228605102,1,0.1,0.1,0,0.9,1500
3677.57943621592,306.156950134175,81,0.1,0.0832495818089515,0.0833333333333333,0.998994981707419,1.10999442411935,1.23862228605102,1,0.1,0.1,0,0.9,1500
3704.83796759827,308.426211472482,82,0.1,0.0832495818089515,0.0833333333333333,0.998994981707419,1.10999442411935,1.23862228605102,1,0.1,0.1,0,0.9,1500
3730.05704427173,310.525689059155,83,0.1,0.0832495818089515,0.0833333333333333,0.998994981707419,1.10999442411935,1.23862228605102,1,0.1,0.1,0,0.9,1500
3753.37168068714,312.466622790766,84,0.1,0.0832495818089515,0.0833333333333333,0.998994981707419,1.10999442411935,1.23862228605102,1,0.1,0.1,0,0.9,1500
3774.91074672156,314.259741030687,85,0.1,0.0832495818089515,0.0833333333333333,0.998994981707419,1.10999442411935,1.23862228605102,1,0.1,0.1,0,0.9,1500
3794.79676746213,315.915243941184,86,0.1,0.0832495818089515,0.0833333333333333,0.998994981707419,1.10999442411935,1.23862228605102,1,0.1,0.1,0,0.9,1500
3813.145831355,317.442795836851,87,0.1,0.0832495818089515,0.0833333333333333,0.998994981707419,1.10999442411935,1.23862228605102,1,0.1,0.1,0,0.9,1500
3830.06758764443,318.851524971419,88,0.1,0.0832495818089515,0.0833333333333333,0.998994981707419,1.10999442411935,1.23862228605102,1,0.1,0.1,0,0.9,1500
3845.66531629637,320.150029358862,89,0.1,0.0832495818089515,0.0833333333333333,0.998994981707419,1.10999442411935,1.23862228605102,1,0.1,0.1,0,0.9,1500
3860.03605574889,321.34638740857,90,0.1,0.0832495818089515,0.0833333333333333,0.998994981707419,0.998994981707419,1.05139444395709,1,0.1,0.1,0,0.9,1500
3873.27077582699,322.44817232043,91,0.1,0.0832495818089515,0.0833333333333333,0.998994981707419,0.998994981707419,1.05139444395709,1,0.1,0.1,0,0.9,1500
3885.45458498399,323.462469337591,92,0.1,0.0832495818089515,0.0833333333333333,0.998994981707419,0.998994981707419,1.05139444395709,1,0.1,0.1,0,0.9,1500
3896.66696267821,324.395895091719,93,0.1,0.0832495818089515,0.0833333333333333,0.998994981707419,0.998994981707419,1.05139444395709,1,0.1,0.1,0,0.9,1500
3906.982009163,325.254618397917,94,0.1,0.0832495818089515,0.0833333333333333,0.998994981707419,0.998994981707419,1.05139444395709,1,0.1,0.1,0,0.9,1500
3916.46870626611,326.044381964499,95,0.1,0.0832495818089515,0.0833333333333333,0.998994981707419,0.998994981707419,1.05139444395709,1,0.1,0.1,0,0.9,1500
3925.19118387023,326.77052457738,96,0.1,0.0832495818089515,0.0833333333333333,0.998994981707419,0.998994981707419,1.05139444395709,1,0.1,0.1,0,0.9,1500
3933.20898779278,327.438003400959,97,0.1,0.0832495818089515,0.0833333333333333,0.998994981707419,0.998994981707419,1.05139444395709,1,0.1,0.1,0,0.9,1500
3940.57734561199,328.051416108027,98,0.1,0.0832495818089515,0.0833333333333333,0.998994981707419,0.998994981707419,1.05139444395709,1,0.1,0.1,0,0.9,1500
