"b","c","year","r","f","f_msy","f_ratio","f_ratio_p","f_ratio_err","id","r_0","error","r_s","hcr","b_0"
1500,236.808428311026,1,0.1,0.157872285540684,0.0833333333333333,1.89446742648821,1.89446742648821,5.70341430295593,1,0.1,0.5,-0.01767,1,1500
1500,236.808428311026,2,0.098233,0.157872285540684,0.0818608333333333,1.89446742648821,1.89446742648821,5.70341430295593,1,0.1,0.5,-0.01767,1,1500
1495.81559507174,236.147826741375,3,0.09649722289,0.157872285540684,0.0804143524083333,1.92854481333993,1.89446742648821,5.70341430295593,1,0.1,0.5,-0.01767,1,1500
1487.81969128225,234.885495135163,4,0.0947921169615337,0.157872285540684,0.0789934308012781,1.96323517895201,1.89446742648821,5.70341430295593,1,0.1,0.5,-0.01767,1,1500
1476.37331132162,233.078428969612,5,0.0931171402548234,0.157872285540684,0.0775976168790195,1.99854954949152,1.89446742648821,5.70341430295593,1,0.1,0.5,-0.01767,1,1500
1461.82195870563,230.781173674417,6,0.0914717603865207,0.157872285540684,0.0762264669887672,2.03449914946253,1.89446742648821,5.70341430295593,1,0.1,0.5,-0.01767,1,1500
1444.49321056812,228.045444600391,7,0.0898554543804909,0.157872285540684,0.0748795453170757,2.07109540527371,1.89446742648821,5.70341430295593,1,0.1,0.5,-0.01767,1,1500
1424.69528691897,224.919901144938,8,0.0882677085015876,0.157872285540684,0.073556423751323,2.10834994887025,1.89446742648821,5.70341430295593,1,0.1,0.5,-0.01767,1,1500
1402.71637888555,221.450040700015,9,0.0867080180923645,0.157872285540684,0.0722566817436371,2.14627462143093,1.89446742648821,5.70341430295593,1,0.1,0.5,-0.01767,1,1500
1378.82455293746,217.678183531849,10,0.0851758874126725,0.157872285540684,0.070979906177227,2.18488147713185,1.89446742648821,5.70341430295593,1,0.1,0.5,-0.01767,1,1500
1353.2680803241,213.643524790019,11,0.0836708294820905,0.157872285540684,0.0697256912350755,2.22418278697775,1.89446742648821,5.70341430295593,1,0.1,0.5,-0.01767,1,1500
1326.27606982241,209.382234400779,12,0.082192365925142,0.157872285540684,0.0684936382709517,2.2641910427023,1.89446742648821,5.70341430295593,1,0.1,0.5,-0.01767,1,1500
1298.05930694645,204.927589554993,13,0.0807400268192447,0.157872285540684,0.067283355682704,2.30491896073855,1.89446742648821,5.70341430295593,1,0.1,0.5,-0.01767,1,1500
1268.81122399032,200.310127851025,14,0.0793133505453487,0.157872285540684,0.0660944587877906,2.34637948626078,1.89446742648821,5.70341430295593,1,0.1,0.5,-0.01767,1,1500
1238.70894289091,195.557811933873,15,0.0779118836412124,0.157872285540684,0.0649265697010103,2.38858579729905,1.89446742648821,5.70341430295593,1,0.1,0.5,-0.01767,1,1500
1207.91434727305,190.696198741381,16,0.0765351806572721,0.157872285540684,0.0637793172143934,2.43155130892781,1.89446742648821,5.70341430295593,1,0.1,0.5,-0.01767,1,1500
1176.5751515951,185.748608292696,17,0.0751828040150581,0.157872285540684,0.0626523366792151,2.47528967752976,1.89446742648821,5.70341430295593,1,0.1,0.5,-0.01767,1,1500
1144.82594447297,180.736288400221,18,0.0738543238681121,0.157872285540684,0.0615452698900934,2.51981480513652,1.89446742648821,5.70341430295593,1,0.1,0.5,-0.01767,1,1500
1112.78919042343,175.678572817115,19,0.0725493179653625,0.157872285540684,0.0604577649711354,2.5651408438473,1.89446742648821,5.70341430295593,1,0.1,0.5,-0.01767,1,1500
1080.57617979228,170.593031204628,20,0.0712673715169146,0.157872285540684,0.0593894762640955,2.61128220032708,1.89446742648821,5.70341430295593,1,0.1,0.5,-0.01767,1,1500
1048.28792083249,165.495609966516,21,0.0700080770622107,0.157872285540684,0.0583400642185089,2.6582535403857,1.89446742648821,5.70341430295593,1,0.1,0.5,-0.01767,1,1500
1016.01597103739,160.400763493511,22,0.0687710343405214,0.157872285540684,0.0573091952837679,2.7060697936393,1.89446742648821,5.70341430295593,1,0.1,0.5,-0.01767,1,1500
983.843207136574,155.321575724328,23,0.0675558501637244,0.157872285540684,0.0562965418031037,2.75474615825568,1.89446742648821,5.70341430295593,1,0.1,0.5,-0.01767,1,1500
951.844534809753,150.269872189825,24,0.0663621382913314,0.157872285540684,0.0553017819094428,2.8042981057849,1.89446742648821,5.70341430295593,1,0.1,0.5,-0.01767,1,1500
920.087540315175,145.256322887063,25,0.0651895193077236,0.157872285540684,0.054324599423103,2.85474138607688,1.89446742648821,5.70341430295593,1,0.1,0.5,-0.01767,1,1500
888.633086982279,140.290536448966,26,0.0640376205015561,0.157872285540684,0.0533646837512968,2.9060920322874,1.89446742648821,5.70341430295593,1,0.1,0.5,-0.01767,1,1500
857.53585997916,135.381146148006,27,0.0629060757472936,0.157872285540684,0.0524217297894114,2.95836636597416,1.89446742648821,5.70341430295593,1,0.1,0.5,-0.01767,1,1500
826.844863007576,130.53588831058,28,0.0617945253888389,0.157872285540684,0.0514954378240325,3.01158100228453,1.89446742648821,5.70341430295593,1,0.1,0.5,-0.01767,1,1500
796.6038706606,125.761673731745,29,0.0607026161252182,0.157872285540684,0.0505855134376818,3.06575285523656,1.89446742648821,5.70341430295593,1,0.1,0.5,-0.01767,1,1500
766.851840145588,121.064652674863,30,0.0596300008982856,0.157872285540684,0.049691667415238,3.12089914309505,1.89446742648821,5.70341430295593,1,0.1,0.5,-0.01767,1,1500
737.623285962521,116.450274022933,31,0.0585763387824128,0.157872285540684,0.0488136156520107,3.17703739384428,1.89446742648821,5.70341430295593,1,0.1,0.5,-0.01767,1,1500
708.948620961514,111.92333912211,32,0.0575412948761276,0.157872285540684,0.0479510790634397,3.23418545075919,1.89446742648821,5.70341430295593,1,0.1,0.5,-0.01767,1,1500
680.85446700307,107.488050826359,33,0.0565245401956664,0.157872285540684,0.0471037834963887,3.29236147807681,1.89446742648821,5.70341430295593,1,0.1,0.5,-0.01767,1,1500
653.363938225329,103.148058217495,34,0.055525751570409,0.157872285540684,0.0462714596420075,3.35158396676963,1.89446742648821,5.70341430295593,1,0.1,0.5,-0.01767,1,1500
626.496899694965,98.9064974389969,35,0.0545446115401599,0.157872285540684,0.0454538429501332,3.4118717404229,1.89446742648821,5.70341430295593,1,0.1,0.5,-0.01767,1,1500
600.270203990163,94.7660290458997,36,0.0535808082542453,0.157872285540684,0.0446506735452044,3.47324396121762,1.89446742648821,5.70341430295593,1,0.1,0.5,-0.01767,1,1500
574.697908040897,90.7288722378664,37,0.0526340353723927,0.157872285540684,0.0438616961436606,3.53572013602111,1.89446742648821,5.70341430295593,1,0.1,0.5,-0.01767,1,1500
549.791472337076,86.796836308632,38,0.0517039919673626,0.157872285540684,0.0430866599728021,3.59932012258722,1.89446742648821,5.70341430295593,1,0.1,0.5,-0.01767,1,1500
525.559944411501,82.9713496128785,39,0.0507903824292993,0.157872285540684,0.0423253186910827,3.66406413586801,1.89446742648821,5.70341430295593,1,0.1,0.5,-0.01767,1,1500
502.010128313403,79.2534863214091,40,0.0498929163717735,0.157872285540684,0.0415774303098113,3.72997275443895,1.89446742648821,5.70341430295593,1,0.1,0.5,-0.01767,1,1500
479.146741610249,75.6439912073816,41,0.0490113085394843,0.157872285540684,0.0408427571162369,3.79706692703974,1.89446742648821,5.70341430295593,1,0.1,0.5,-0.01767,1,1500
456.972561290734,72.1433026803486,42,0.0481452787175916,0.157872285540684,0.040121065597993,3.86536797923279,1.89446742648821,5.70341430295593,1,0.1,0.5,-0.01767,1,1500
435.488559790329,68.7515742609201,43,0.0472945516426518,0.157872285540684,0.0394121263688765,3.93489762018139,1.89446742648821,5.70341430295593,1,0.1,0.5,-0.01767,1,1500
414.694032221812,65.4686946669395,44,0.0464588569151261,0.157872285540684,0.0387157140959384,4.00567794954994,1.89446742648821,5.70341430295593,1,0.1,0.5,-0.01767,1,1500
394.586715766578,62.294306662062,45,0.0456379289134358,0.157872285540684,0.0380316074278632,4.07773146452815,1.89446742648821,5.70341430295593,1,0.1,0.5,-0.01767,1,1500
375.162902067278,59.227824799437,46,0.0448315067095354,0.157872285540684,0.0373595889246129,4.15108106698172,1.89446742648821,5.70341430295593,1,0.1,0.5,-0.01767,1,1500
356.417543357929,56.2684521767122,47,0.0440393339859779,0.157872285540684,0.0366994449883149,4.22575007073154,1.89446742648821,5.70341430295593,1,0.1,0.5,-0.01767,1,1500
338.3443529733,53.4151963036789,48,0.0432611589544457,0.157872285540684,0.0360509657953714,4.30176220896394,1.89446742648821,5.70341430295593,1,0.1,0.5,-0.01767,1,1500
320.935900794321,50.6668841704577,49,0.0424967342757207,0.157872285540684,0.0354139452297672,4.37914164177408,1.89446742648821,5.70341430295593,1,0.1,0.5,-0.01767,1,1500
304.183704109899,48.0221765920609,50,0.0417458169810687,0.157872285540684,0.0347881808175572,4.45791296384523,1.89446742648821,5.70341430295593,1,0.1,0.5,-0.01767,1,1500
288.0783143071,45.4795818943694,51,0.0410081683950132,0.157872285540684,0.034173473662511,4.53810121226597,1.89446742648821,5.70341430295593,1,0.1,0.5,-0.01767,1,1500
272.609399740556,43.0374689969156,52,0.0402835540594733,0.157872285540684,0.0335696283828944,4.61973187448817,1.89446742648821,5.70341430295593,1,0.1,0.5,-0.01767,1,1500
257.765825077648,40.6940799392885,53,0.0395717436592424,0.157872285540684,0.0329764530493687,4.70283089642806,1.89446742648821,5.70341430295593,1,0.1,0.5,-0.01767,1,1500
243.535727367872,38.4475418903789,54,0.0388725109487836,0.157872285540684,0.0323937591239863,4.78742469071296,1.89446742648821,5.70341430295593,1,0.1,0.5,-0.01767,1,1500
229.906589042376,36.2958786729827,55,0.0381856336803186,0.157872285540684,0.0318213614002655,4.87354014507646,1.89446742648821,5.70341430295593,1,0.1,0.5,-0.01767,1,1500
216.865308012446,34.2370218304092,56,0.0375108935331874,0.157872285540684,0.0312590779443228,4.96120463090454,1.89446742648821,5.70341430295593,1,0.1,0.5,-0.01767,1,1500
204.398265003311,32.2688212566232,57,0.0368480760444559,0.157872285540684,0.0307067300370466,5.05044601193544,1.89446742648821,5.70341430295593,1,0.1,0.5,-0.01767,1,1500
192.491388231652,30.38905540703,58,0.0361969705407504,0.157872285540684,0.030164142117292,5.141292653116,1.89446742648821,5.70341430295593,1,0.1,0.5,-0.01767,1,1500
181.130215511179,28.5954411032264,59,0.0355573700712953,0.157872285540684,0.0296311417260795,5.23377342961734,1.89446742648821,5.70341430295593,1,0.1,0.5,-0.01767,1,1500
170.299953850398,26.8856429418354,60,0.0349290713421356,0.157872285540684,0.0291075594517796,5.32791773601268,1.89446742648821,5.70341430295593,1,0.1,0.5,-0.01767,1,1500
159.985536589722,25.2572823148721,61,0.03431187465152,0.157872285540684,0.0285932288762667,5.42375549562029,1.89446742648821,5.70341430295593,1,0.1,0.5,-0.01767,1,1500
150.171678111239,23.7079460469013,62,0.0337055838264277,0.157872285540684,0.0280879865220231,5.52131717001445,1.89446742648821,5.70341430295593,1,0.1,0.5,-0.01767,1,1500
140.842926143421,22.2351946524997,63,0.0331100061602147,0.157872285540684,0.0275916718001789,5.62063376870751,1.89446742648821,5.70341430295593,1,0.1,0.5,-0.01767,1,1500
131.983711674483,20.8365702161934,64,0.0325249523513637,0.157872285540684,0.0271041269594697,5.72173685900615,1.89446742648821,5.70341430295593,1,0.1,0.5,-0.01767,1,1500
123.578396481919,19.5096038960535,65,0.0319502364433151,0.157872285540684,0.0266251970360959,5.82465857604486,1.89446742648821,5.70341430295593,1,0.1,0.5,-0.01767,1,1500
115.611318281545,18.2518230514789,66,0.0313856757653617,0.157872285540684,0.0261547298044681,5.92943163299997,1.89446742648821,5.70341430295593,1,0.1,0.5,-0.01767,1,1500
108.066833497049,17.0607579953238,67,0.0308310908745878,0.157872285540684,0.0256925757288231,6.03608933148735,1.89446742648821,5.70341430295593,1,0.1,0.5,-0.01767,1,1500
100.929357650377,15.9339483704181,68,0.0302863054988338,0.157872285540684,0.0252385879156948,6.14466557214719,1.89446742648821,5.70341430295593,1,0.1,0.5,-0.01767,1,1500
94.1834033739725,14.8689491506492,69,0.0297511464806694,0.157872285540684,0.0247926220672245,6.25519486541915,1.89446742648821,5.70341430295593,1,0.1,0.5,-0.01767,1,1500
87.8136160479479,13.8633362670816,70,0.029225443722356,0.157872285540684,0.0243545364352967,6.36771234251133,1.89446742648821,5.70341430295593,1,0.1,0.5,-0.01767,1,1500
81.8048070682532,12.9147118600798,71,0.028709030131782,0.157872285540684,0.023924191776485,6.48225376656656,1.89446742648821,5.70341430295593,1,0.1,0.5,-0.01767,1,1500
76.1419847559187,12.0207091590208,72,0.0282017415693534,0.157872285540684,0.0235014513077945,6.59885554402956,1.89446742648821,5.70341430295593,1,0.1,0.5,-0.01767,1,1500
70.8103829221212,11.1789969919263,73,0.0277034167958229,0.157872285540684,0.0230861806631857,6.71755473621854,1.89446742648821,5.70341430295593,1,0.1,0.5,-0.01767,1,1500
65.7954871091197,10.3872839281793,74,0.0272138974210407,0.157872285540684,0.0226782478508673,6.83838907110496,1.89446742648821,5.70341430295593,1,0.1,0.5,-0.01767,1,1500
